SUMMARY OF RUN ./data/case1/case1.data -- 333 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	     539.400	         712	        3404	 5.83297e+03	 2.65665e+09	 2.00000e+04	 1.07880e+07	 8.49451e+04	 2.29669e+07	 1.93823e-02
	     544.400	         714	        3418	 5.82901e+03	 2.65661e+09	 2.00000e+04	 1.08880e+07	 8.54172e+04	 2.33940e+07	 1.94986e-02
	     549.400	         717	        3440	 5.82494e+03	 2.65656e+09	 2.00000e+04	 1.09880e+07	 8.59259e+04	 2.38236e+07	 1.96217e-02
	     554.400	         719	        3453	 5.82073e+03	 2.65652e+09	 2.00000e+04	 1.10880e+07	 8.63494e+04	 2.42554e+07	 1.97325e-02
	     559.400	         721	        3467	 5.81643e+03	 2.65648e+09	 2.00000e+04	 1.11880e+07	 8.67784e+04	 2.46893e+07	 1.98408e-02
	     564.400	         724	        3483	 5.81209e+03	 2.65644e+09	 1.99621e+04	 1.12878e+07	 8.70309e+04	 2.51244e+07	 1.98408e-02
	     569.400	         726	        3495	 5.80768e+03	 2.65639e+09	 1.99179e+04	 1.13874e+07	 8.72614e+04	 2.55607e+07	 1.98237e-02
	     574.400	         729	        3515	 5.80328e+03	 2.65635e+09	 1.98743e+04	 1.14868e+07	 8.75255e+04	 2.59984e+07	 1.98057e-02
	     579.400	         732	        3534	 5.79886e+03	 2.65630e+09	 1.98334e+04	 1.15859e+07	 8.77602e+04	 2.64372e+07	 1.97880e-02
	     584.400	         735	        3554	 5.79440e+03	 2.65626e+09	 1.97899e+04	 1.16849e+07	 8.80132e+04	 2.68772e+07	 1.97703e-02
	     585.900	         737	        3564	 5.79306e+03	 2.65624e+09	 1.97793e+04	 1.17146e+07	 8.80806e+04	 2.70094e+07	 1.97648e-02
	     588.900	         739	        3575	 5.79037e+03	 2.65622e+09	 1.97565e+04	 1.17738e+07	 8.82151e+04	 2.72740e+07	 1.97540e-02
	     593.900	         743	        3599	 5.78585e+03	 2.65617e+09	 1.97138e+04	 1.18724e+07	 8.84554e+04	 2.77163e+07	 1.97365e-02
	     598.900	         747	        3622	 5.78126e+03	 2.65612e+09	 1.96740e+04	 1.19708e+07	 8.86852e+04	 2.81597e+07	 1.97189e-02
	     603.900	         753	        3650	 5.77665e+03	 2.65608e+09	 1.96359e+04	 1.20689e+07	 8.89285e+04	 2.86043e+07	 1.97009e-02
	     605.400	         755	        3658	 5.77524e+03	 2.65607e+09	 1.96242e+04	 1.20984e+07	 8.89955e+04	 2.87378e+07	 1.96957e-02
	     608.400	         757	        3668	 5.77242e+03	 2.65604e+09	 1.96016e+04	 1.21572e+07	 8.91400e+04	 2.90053e+07	 1.96848e-02
	     609.900	         759	        3678	 5.77101e+03	 2.65602e+09	 1.95905e+04	 1.21866e+07	 8.92108e+04	 2.91391e+07	 1.96794e-02
	     612.900	         761	        3688	 5.76817e+03	 2.65599e+09	 1.95688e+04	 1.22453e+07	 8.93495e+04	 2.94071e+07	 1.96685e-02
	     617.900	         765	        3717	 5.76344e+03	 2.65595e+09	 1.95287e+04	 1.23429e+07	 8.96185e+04	 2.98552e+07	 1.96501e-02
	     622.900	         769	        3743	 5.75864e+03	 2.65590e+09	 1.94753e+04	 1.24403e+07	 8.99771e+04	 3.03051e+07	 1.96320e-02
	     627.900	         771	        3757	 5.75370e+03	 2.65585e+09	 1.94037e+04	 1.25373e+07	 9.04674e+04	 3.07574e+07	 1.96143e-02
	     632.900	         775	        3784	 5.74867e+03	 2.65580e+09	 1.92994e+04	 1.26338e+07	 9.11739e+04	 3.12133e+07	 1.95995e-02
	     634.400	         777	        3792	 5.74713e+03	 2.65578e+09	 1.92742e+04	 1.26627e+07	 9.13085e+04	 3.13503e+07	 1.95956e-02
	     637.400	         782	        3818	 5.74405e+03	 2.65575e+09	 1.92257e+04	 1.27204e+07	 9.16927e+04	 3.16254e+07	 1.95850e-02
	     641.900	         785	        3833	 5.73929e+03	 2.65570e+09	 1.91156e+04	 1.28064e+07	 9.24123e+04	 3.20412e+07	 1.95725e-02
	     646.900	         788	        3850	 5.73386e+03	 2.65565e+09	 1.89882e+04	 1.29014e+07	 9.31519e+04	 3.25070e+07	 1.95605e-02
	     651.900	         790	        3863	 5.72825e+03	 2.65559e+09	 1.88737e+04	 1.29957e+07	 9.37464e+04	 3.29757e+07	 1.95494e-02
	     656.900	         792	        3876	 5.72255e+03	 2.65553e+09	 1.87769e+04	 1.30896e+07	 9.42009e+04	 3.34467e+07	 1.95380e-02
	     661.900	         794	        3892	 5.71680e+03	 2.65548e+09	 1.86937e+04	 1.31831e+07	 9.45620e+04	 3.39195e+07	 1.95262e-02
	     666.900	         796	        3910	 5.71103e+03	 2.65542e+09	 1.86172e+04	 1.32762e+07	 9.48556e+04	 3.43938e+07	 1.95148e-02
	     668.400	         799	        3923	 5.70930e+03	 2.65540e+09	 1.85982e+04	 1.33041e+07	 9.49420e+04	 3.45362e+07	 1.95105e-02
	     671.400	         803	        3939	 5.70584e+03	 2.65536e+09	 1.85716e+04	 1.33598e+07	 9.50161e+04	 3.48213e+07	 1.95022e-02
	     676.400	         806	        3956	 5.70006e+03	 2.65531e+09	 1.85211e+04	 1.34524e+07	 9.52134e+04	 3.52973e+07	 1.94885e-02
	     681.400	         808	        3967	 5.69420e+03	 2.65525e+09	 1.84609e+04	 1.35447e+07	 9.54501e+04	 3.57746e+07	 1.94757e-02
	     686.400	         810	        3978	 5.68833e+03	 2.65519e+09	 1.84003e+04	 1.36367e+07	 9.56784e+04	 3.62530e+07	 1.94631e-02
	     691.400	         812	        3990	 5.68246e+03	 2.65513e+09	 1.83437e+04	 1.37284e+07	 9.58812e+04	 3.67324e+07	 1.94504e-02
	     696.400	         814	        4002	 5.67653e+03	 2.65507e+09	 1.82818e+04	 1.38198e+07	 9.60880e+04	 3.72128e+07	 1.94387e-02
	     701.400	         816	        4014	 5.67062e+03	 2.65501e+09	 1.82410e+04	 1.39110e+07	 9.62199e+04	 3.76939e+07	 1.94248e-02
	     706.400	         818	        4026	 5.66468e+03	 2.65495e+09	 1.81932e+04	 1.40020e+07	 9.63813e+04	 3.81758e+07	 1.94118e-02
	     711.400	         820	        4038	 5.65870e+03	 2.65489e+09	 1.81434e+04	 1.40927e+07	 9.65516e+04	 3.86586e+07	 1.93989e-02
	     716.400	         823	        4055	 5.65272e+03	 2.65483e+09	 1.80943e+04	 1.41832e+07	 9.67121e+04	 3.91421e+07	 1.93863e-02
	     720.000	         825	        4067	 5.64841e+03	 2.65479e+09	 1.80595e+04	 1.42482e+07	 9.68167e+04	 3.94907e+07	 1.93772e-02
	     725.000	         827	        4079	 5.64239e+03	 2.65473e+09	 1.80126e+04	 1.43383e+07	 9.69478e+04	 3.99754e+07	 1.93647e-02
	     735.000	         831	        4103	 5.63038e+03	 2.65460e+09	 1.79187e+04	 1.45174e+07	 9.72098e+04	 4.09475e+07	 1.93399e-02
	     745.000	         834	        4122	 5.61831e+03	 2.65448e+09	 1.78249e+04	 1.46957e+07	 9.74542e+04	 4.19221e+07	 1.93155e-02
	     755.000	         837	        4139	 5.60618e+03	 2.65436e+09	 1.77330e+04	 1.48730e+07	 9.76782e+04	 4.28988e+07	 1.92912e-02
	     765.000	         840	        4158	 5.59407e+03	 2.65424e+09	 1.76429e+04	 1.50495e+07	 9.78969e+04	 4.38778e+07	 1.92671e-02
	     775.000	         843	        4177	 5.58192e+03	 2.65412e+09	 1.75556e+04	 1.52250e+07	 9.80997e+04	 4.48588e+07	 1.92433e-02
	     785.000	         846	        4196	 5.56974e+03	 2.65399e+09	 1.74714e+04	 1.53997e+07	 9.82880e+04	 4.58417e+07	 1.92195e-02
	     795.000	         849	        4215	 5.55758e+03	 2.65387e+09	 1.73889e+04	 1.55736e+07	 9.84715e+04	 4.68264e+07	 1.91958e-02
	     805.000	         852	        4234	 5.54541e+03	 2.65375e+09	 1.73063e+04	 1.57467e+07	 9.86533e+04	 4.78129e+07	 1.91722e-02
	     815.000	         855	        4253	 5.53323e+03	 2.65362e+09	 1.72243e+04	 1.59189e+07	 9.88220e+04	 4.88011e+07	 1.91491e-02
	     825.000	         858	        4274	 5.52109e+03	 2.65350e+09	 1.71434e+04	 1.60904e+07	 9.89788e+04	 4.97909e+07	 1.91264e-02
	     835.000	         861	        4293	 5.50894e+03	 2.65338e+09	 1.70629e+04	 1.62610e+07	 9.91238e+04	 5.07822e+07	 1.91040e-02
	     845.000	         864	        4314	 5.49679e+03	 2.65326e+09	 1.69819e+04	 1.64308e+07	 9.92628e+04	 5.17748e+07	 1.90820e-02
	     855.000	         867	        4335	 5.48466e+03	 2.65314e+09	 1.69016e+04	 1.65998e+07	 9.93926e+04	 5.27687e+07	 1.90601e-02
	     865.000	         870	        4359	 5.47252e+03	 2.65301e+09	 1.68208e+04	 1.67680e+07	 9.95205e+04	 5.37639e+07	 1.90383e-02
	     875.000	         873	        4384	 5.46041e+03	 2.65289e+09	 1.67403e+04	 1.69354e+07	 9.96362e+04	 5.47603e+07	 1.90170e-02
	     885.000	         876	        4408	 5.44832e+03	 2.65277e+09	 1.66651e+04	 1.71021e+07	 9.97332e+04	 5.57576e+07	 1.89951e-02
	     885.900	         878	        4417	 5.44724e+03	 2.65276e+09	 1.66599e+04	 1.71171e+07	 9.97384e+04	 5.58474e+07	 1.89930e-02
	     887.700	         880	        4427	 5.44507e+03	 2.65274e+09	 1.66489e+04	 1.71470e+07	 9.97338e+04	 5.60269e+07	 1.89890e-02
	     891.300	         882	        4439	 5.44074e+03	 2.65269e+09	 1.66241e+04	 1.72069e+07	 9.97614e+04	 5.63861e+07	 1.89809e-02
	     898.500	         885	        4458	 5.43209e+03	 2.65260e+09	 1.65664e+04	 1.73262e+07	 9.98603e+04	 5.71050e+07	 1.89654e-02
	     908.500	         888	        4477	 5.42009e+03	 2.65248e+09	 1.64893e+04	 1.74911e+07	 9.99547e+04	 5.81046e+07	 1.89442e-02
	     918.500	         891	        4497	 5.40812e+03	 2.65236e+09	 1.64153e+04	 1.76552e+07	 1.00041e+05	 5.91050e+07	 1.89230e-02
	     928.500	         894	        4516	 5.39617e+03	 2.65224e+09	 1.63426e+04	 1.78186e+07	 1.00125e+05	 6.01063e+07	 1.89019e-02
	     938.500	         897	        4536	 5.38426e+03	 2.65212e+09	 1.62708e+04	 1.79813e+07	 1.00206e+05	 6.11083e+07	 1.88808e-02
	     948.500	         900	        4556	 5.37239e+03	 2.65200e+09	 1.61996e+04	 1.81433e+07	 1.00280e+05	 6.21111e+07	 1.88598e-02
	     958.500	         903	        4576	 5.36057e+03	 2.65188e+09	 1.61284e+04	 1.83046e+07	 1.00353e+05	 6.31146e+07	 1.88389e-02
	     968.500	         906	        4596	 5.34880e+03	 2.65176e+09	 1.60583e+04	 1.84652e+07	 1.00407e+05	 6.41187e+07	 1.88182e-02
	     978.500	         909	        4616	 5.33706e+03	 2.65165e+09	 1.59863e+04	 1.86251e+07	 1.00465e+05	 6.51234e+07	 1.87977e-02
	     988.500	         912	        4632	 5.32533e+03	 2.65153e+09	 1.59133e+04	 1.87842e+07	 1.00523e+05	 6.61286e+07	 1.87776e-02
	     998.500	         915	        4652	 5.31370e+03	 2.65141e+09	 1.58424e+04	 1.89426e+07	 1.00580e+05	 6.71344e+07	 1.87574e-02
	    1008.500	         918	        4670	 5.30210e+03	 2.65130e+09	 1.57730e+04	 1.91004e+07	 1.00609e+05	 6.81405e+07	 1.87375e-02
	    1018.500	         921	        4687	 5.29056e+03	 2.65118e+09	 1.57058e+04	 1.92574e+07	 1.00622e+05	 6.91467e+07	 1.87175e-02
	    1028.500	         925	        4714	 5.27913e+03	 2.65106e+09	 1.56397e+04	 1.94138e+07	 1.00636e+05	 7.01531e+07	 1.86974e-02
	    1038.500	         928	        4733	 5.26777e+03	 2.65095e+09	 1.55748e+04	 1.95696e+07	 1.00632e+05	 7.11594e+07	 1.86774e-02
	    1048.500	         932	        4756	 5.25650e+03	 2.65083e+09	 1.55116e+04	 1.97247e+07	 1.00621e+05	 7.21656e+07	 1.86574e-02
	    1058.500	         936	        4779	 5.24531e+03	 2.65072e+09	 1.54485e+04	 1.98792e+07	 1.00609e+05	 7.31717e+07	 1.86374e-02
	    1068.500	         939	        4798	 5.23420e+03	 2.65061e+09	 1.53860e+04	 2.00330e+07	 1.00593e+05	 7.41776e+07	 1.86174e-02
	    1078.500	         942	        4817	 5.22318e+03	 2.65050e+09	 1.53226e+04	 2.01863e+07	 1.00590e+05	 7.51835e+07	 1.85974e-02
	    1080.000	         943	        4822	 5.22149e+03	 2.65048e+09	 1.53128e+04	 2.02092e+07	 1.00585e+05	 7.53344e+07	 1.85945e-02
	    1083.000	         945	        4834	 5.21820e+03	 2.65045e+09	 1.52939e+04	 2.02551e+07	 1.00592e+05	 7.56362e+07	 1.85884e-02
	    1089.000	         948	        4854	 5.21163e+03	 2.65038e+09	 1.52532e+04	 2.03466e+07	 1.00624e+05	 7.62399e+07	 1.85764e-02
	    1101.000	         951	        4874	 5.19851e+03	 2.65025e+09	 1.51620e+04	 2.05286e+07	 1.00745e+05	 7.74489e+07	 1.85526e-02
	    1125.000	         955	        4901	 5.17242e+03	 2.64999e+09	 1.49724e+04	 2.08879e+07	 1.01010e+05	 7.98731e+07	 1.85056e-02
	    1165.000	         963	        4952	 5.12970e+03	 2.64956e+09	 1.46773e+04	 2.14750e+07	 1.01284e+05	 8.39245e+07	 1.84269e-02
	    1205.000	         970	        4998	 5.08796e+03	 2.64913e+09	 1.44115e+04	 2.20515e+07	 1.01450e+05	 8.79825e+07	 1.83468e-02
	    1245.000	         976	        5042	 5.04734e+03	 2.64872e+09	 1.41811e+04	 2.26187e+07	 1.01631e+05	 9.20477e+07	 1.82674e-02
	    1285.000	         983	        5088	 5.00798e+03	 2.64833e+09	 1.39570e+04	 2.31770e+07	 1.01824e+05	 9.61206e+07	 1.81881e-02
	    1325.000	         988	        5121	 4.97031e+03	 2.64795e+09	 1.37334e+04	 2.37263e+07	 1.02054e+05	 1.00203e+08	 1.81091e-02
	    1337.000	         990	        5135	 4.95933e+03	 2.64784e+09	 1.36585e+04	 2.38902e+07	 1.02164e+05	 1.01429e+08	 1.80855e-02
	    1361.000	         994	        5162	 4.93796e+03	 2.64762e+09	 1.35170e+04	 2.42146e+07	 1.02407e+05	 1.03887e+08	 1.80378e-02
	    1401.000	        1006	        5253	 4.90388e+03	 2.64728e+09	 1.33125e+04	 2.47471e+07	 1.02639e+05	 1.07992e+08	 1.79589e-02
	    1421.000	        1009	        5274	 4.88745e+03	 2.64711e+09	 1.32147e+04	 2.50114e+07	 1.02752e+05	 1.10047e+08	 1.79193e-02
	    1440.000	        1013	        5303	 4.87215e+03	 2.64696e+09	 1.31204e+04	 2.52607e+07	 1.02879e+05	 1.12002e+08	 1.78817e-02
	    1478.000	        1020	        5351	 4.84240e+03	 2.64666e+09	 1.29453e+04	 2.57526e+07	 1.03054e+05	 1.15918e+08	 1.78071e-02
	    1518.000	        1027	        5393	 4.81208e+03	 2.64635e+09	 1.27692e+04	 2.62634e+07	 1.03221e+05	 1.20047e+08	 1.77296e-02
	    1558.000	        1034	        5440	 4.78308e+03	 2.64606e+09	 1.26055e+04	 2.67676e+07	 1.03371e+05	 1.24182e+08	 1.76531e-02
	    1598.000	        1041	        5486	 4.75522e+03	 2.64578e+09	 1.24478e+04	 2.72655e+07	 1.03536e+05	 1.28323e+08	 1.75773e-02
	    1638.000	        1052	        5554	 4.72822e+03	 2.64551e+09	 1.23006e+04	 2.77576e+07	 1.03652e+05	 1.32469e+08	 1.75022e-02
	    1658.000	        1055	        5573	 4.71493e+03	 2.64537e+09	 1.22262e+04	 2.80021e+07	 1.03705e+05	 1.34543e+08	 1.74648e-02
	    1698.000	        1065	        5629	 4.68899e+03	 2.64511e+09	 1.20863e+04	 2.84855e+07	 1.03752e+05	 1.38693e+08	 1.73907e-02
	    1738.000	        1072	        5672	 4.66360e+03	 2.64486e+09	 1.19521e+04	 2.89636e+07	 1.03800e+05	 1.42845e+08	 1.73174e-02
	    1778.000	        1078	        5710	 4.63840e+03	 2.64460e+09	 1.18061e+04	 2.94359e+07	 1.04007e+05	 1.47006e+08	 1.72449e-02
	    1800.000	        1081	        5729	 4.62449e+03	 2.64446e+09	 1.17178e+04	 2.96937e+07	 1.04211e+05	 1.49298e+08	 1.72053e-02
	    1840.000	        1086	        5763	 4.59900e+03	 2.64420e+09	 1.15453e+04	 3.01555e+07	 1.04688e+05	 1.53486e+08	 1.71337e-02
	    1880.000	        1092	        5802	 4.57325e+03	 2.64394e+09	 1.13749e+04	 3.06105e+07	 1.05162e+05	 1.57692e+08	 1.70624e-02
	    1920.000	        1097	        5832	 4.54725e+03	 2.64368e+09	 1.12096e+04	 3.10588e+07	 1.05643e+05	 1.61918e+08	 1.69916e-02
	    1960.000	        1102	        5859	 4.52115e+03	 2.64342e+09	 1.10542e+04	 3.15010e+07	 1.06008e+05	 1.66158e+08	 1.69214e-02
	    2000.000	        1107	        5891	 4.49507e+03	 2.64316e+09	 1.09059e+04	 3.19372e+07	 1.06227e+05	 1.70407e+08	 1.68516e-02
	    2040.000	        1112	        5918	 4.46914e+03	 2.64289e+09	 1.07651e+04	 3.23679e+07	 1.06331e+05	 1.74661e+08	 1.67824e-02
	    2080.000	        1118	        5954	 4.44364e+03	 2.64264e+09	 1.06308e+04	 3.27931e+07	 1.06362e+05	 1.78915e+08	 1.67138e-02
	    2120.000	        1124	        5987	 4.41862e+03	 2.64238e+09	 1.05029e+04	 3.32132e+07	 1.06317e+05	 1.83168e+08	 1.66459e-02
	    2160.000	        1131	        6022	 4.39412e+03	 2.64214e+09	 1.03781e+04	 3.36283e+07	 1.06227e+05	 1.87417e+08	 1.65786e-02
	    2200.000	        1138	        6056	 4.37014e+03	 2.64190e+09	 1.02568e+04	 3.40386e+07	 1.06121e+05	 1.91662e+08	 1.65120e-02
	    2240.000	        1147	        6102	 4.34674e+03	 2.64166e+09	 1.01398e+04	 3.44442e+07	 1.06009e+05	 1.95902e+08	 1.64460e-02
	    2280.000	        1155	        6144	 4.32392e+03	 2.64143e+09	 1.00274e+04	 3.48453e+07	 1.05884e+05	 2.00137e+08	 1.63806e-02
	    2320.000	        1160	        6175	 4.30160e+03	 2.64120e+09	 9.91683e+03	 3.52420e+07	 1.05825e+05	 2.04370e+08	 1.63159e-02
	    2360.000	        1165	        6204	 4.27969e+03	 2.64098e+09	 9.80722e+03	 3.56342e+07	 1.05829e+05	 2.08604e+08	 1.62516e-02
	    2400.000	        1170	        6233	 4.25822e+03	 2.64077e+09	 9.69685e+03	 3.60221e+07	 1.05864e+05	 2.12838e+08	 1.61880e-02
	    2440.000	        1175	        6261	 4.23707e+03	 2.64056e+09	 9.58061e+03	 3.64053e+07	 1.05961e+05	 2.17077e+08	 1.61245e-02
	    2480.000	        1180	        6291	 4.21617e+03	 2.64034e+09	 9.46021e+03	 3.67838e+07	 1.06164e+05	 2.21323e+08	 1.60610e-02
	    2520.000	        1185	        6319	 4.19553e+03	 2.64014e+09	 9.33700e+03	 3.71572e+07	 1.06412e+05	 2.25580e+08	 1.59975e-02
	    2560.000	        1189	        6344	 4.17513e+03	 2.63993e+09	 9.21688e+03	 3.75259e+07	 1.06649e+05	 2.29846e+08	 1.59344e-02
	    2600.000	        1195	        6379	 4.15513e+03	 2.63973e+09	 9.10054e+03	 3.78899e+07	 1.06896e+05	 2.34121e+08	 1.58721e-02
	    2640.000	        1200	        6411	 4.13553e+03	 2.63953e+09	 8.98932e+03	 3.82495e+07	 1.07115e+05	 2.38406e+08	 1.58105e-02
	    2680.000	        1204	        6437	 4.11644e+03	 2.63934e+09	 8.88203e+03	 3.86048e+07	 1.07329e+05	 2.42699e+08	 1.57499e-02
	    2720.000	        1208	        6464	 4.09786e+03	 2.63915e+09	 8.77873e+03	 3.89559e+07	 1.07533e+05	 2.47000e+08	 1.56901e-02
	    2760.000	        1213	        6495	 4.07984e+03	 2.63897e+09	 8.67871e+03	 3.93031e+07	 1.07760e+05	 2.51311e+08	 1.56317e-02
	    2800.000	        1217	        6523	 4.06238e+03	 2.63879e+09	 8.58079e+03	 3.96463e+07	 1.08050e+05	 2.55633e+08	 1.55748e-02
	    2840.000	        1222	        6557	 4.04546e+03	 2.63862e+09	 8.48483e+03	 3.99857e+07	 1.08401e+05	 2.59969e+08	 1.55191e-02
	    2880.000	        1227	        6591	 4.02916e+03	 2.63846e+09	 8.39190e+03	 4.03214e+07	 1.08775e+05	 2.64320e+08	 1.54647e-02
	    2920.000	        1232	        6628	 4.01355e+03	 2.63830e+09	 8.29968e+03	 4.06534e+07	 1.09156e+05	 2.68686e+08	 1.54114e-02
	    2960.000	        1237	        6666	 3.99874e+03	 2.63815e+09	 8.20983e+03	 4.09818e+07	 1.09530e+05	 2.73067e+08	 1.53594e-02
	    3000.000	        1241	        6699	 3.98487e+03	 2.63801e+09	 8.12516e+03	 4.13068e+07	 1.09941e+05	 2.77465e+08	 1.53082e-02
	    3040.000	        1246	        6739	 3.97184e+03	 2.63788e+09	 8.04519e+03	 4.16286e+07	 1.10376e+05	 2.81880e+08	 1.52578e-02
	    3080.000	        1251	        6779	 3.95936e+03	 2.63775e+09	 7.96681e+03	 4.19472e+07	 1.10818e+05	 2.86313e+08	 1.52082e-02
	    3120.000	        1255	        6812	 3.94719e+03	 2.63763e+09	 7.88901e+03	 4.22628e+07	 1.11264e+05	 2.90763e+08	 1.51586e-02
	    3160.000	        1259	        6844	 3.93521e+03	 2.63751e+09	 7.81036e+03	 4.25752e+07	 1.11724e+05	 2.95232e+08	 1.51091e-02
	    3200.000	        1263	        6876	 3.92335e+03	 2.63739e+09	 7.73212e+03	 4.28845e+07	 1.12191e+05	 2.99720e+08	 1.50596e-02
	    3240.000	        1267	        6906	 3.91151e+03	 2.63727e+09	 7.65555e+03	 4.31907e+07	 1.12680e+05	 3.04227e+08	 1.50106e-02
	    3280.000	        1271	        6938	 3.89966e+03	 2.63715e+09	 7.58015e+03	 4.34939e+07	 1.13216e+05	 3.08756e+08	 1.49622e-02
	    3320.000	        1276	        6975	 3.88777e+03	 2.63703e+09	 7.50570e+03	 4.37942e+07	 1.13767e+05	 3.13306e+08	 1.49141e-02
	    3360.000	        1281	        7013	 3.87582e+03	 2.63691e+09	 7.43021e+03	 4.40914e+07	 1.14372e+05	 3.17881e+08	 1.48662e-02
	    3400.000	        1286	        7049	 3.86375e+03	 2.63679e+09	 7.35214e+03	 4.43855e+07	 1.15051e+05	 3.22483e+08	 1.48187e-02
	    3440.000	        1291	        7087	 3.85151e+03	 2.63666e+09	 7.27784e+03	 4.46766e+07	 1.15858e+05	 3.27118e+08	 1.47693e-02
	    3480.000	        1297	        7126	 3.83907e+03	 2.63654e+09	 7.20243e+03	 4.49647e+07	 1.16644e+05	 3.31783e+08	 1.47190e-02
	    3520.000	        1303	        7163	 3.82647e+03	 2.63642e+09	 7.12668e+03	 4.52497e+07	 1.17338e+05	 3.36477e+08	 1.46682e-02
	    3560.000	        1309	        7202	 3.81372e+03	 2.63628e+09	 7.05262e+03	 4.55318e+07	 1.17966e+05	 3.41196e+08	 1.46165e-02
	    3600.000	        1315	        7240	 3.80082e+03	 2.63616e+09	 6.98035e+03	 4.58111e+07	 1.18578e+05	 3.45939e+08	 1.45640e-02

Row 2
	        TIME	        FWPT	        FGIR	        FGIT	        FWIR	        FWIT	        WBHP	        WBHP
	         DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB	        PSIA	        PSIA
	           -	           -	           -	           -	           -	           -	       INJE1	       PROD1
	       0.010	 1.75311e-05	 1.00000e+05	 1.00000e+03	 0.00000e+00	 0.00000e+00	 7.88132e+03	 3.39539e+03
	       0.110	 5.31360e-04	 1.00000e+05	 1.10000e+04	 0.00000e+00	 0.00000e+00	 7.43908e+03	 2.89904e+03
	       0.210	 1.14333e-03	 1.00000e+05	 2.10000e+04	 0.00000e+00	 0.00000e+00	 7.29596e+03	 2.75202e+03
	       0.329	 1.97753e-03	 9.99993e+04	 3.28814e+04	 0.00000e+00	 0.00000e+00	 7.15541e+03	 2.61689e+03
	       0.389	 2.42329e-03	 1.00000e+05	 3.88626e+04	 0.00000e+00	 0.00000e+00	 7.10282e+03	 2.55345e+03
	       0.508	 3.41532e-03	 1.00001e+05	 5.08250e+04	 0.00000e+00	 0.00000e+00	 7.04986e+03	 2.43262e+03
	       0.747	 5.68120e-03	 1.00000e+05	 7.47497e+04	 0.00000e+00	 0.00000e+00	 6.98368e+03	 2.27090e+03
	       1.000	 8.24561e-03	 1.00000e+05	 1.00000e+05	 0.00000e+00	 0.00000e+00	 6.91844e+03	 2.17943e+03
	       1.379	 1.23034e-02	 1.00000e+05	 1.37876e+05	 0.00000e+00	 0.00000e+00	 6.87899e+03	 2.10474e+03
	       1.947	 1.87628e-02	 1.00001e+05	 1.94689e+05	 0.00000e+00	 0.00000e+00	 6.86181e+03	 2.01925e+03
	       2.799	 2.92162e-02	 1.00000e+05	 2.79909e+05	 0.00000e+00	 0.00000e+00	 6.84320e+03	 1.90650e+03
	       4.000	 4.50157e-02	 1.00001e+05	 4.00002e+05	 0.00000e+00	 0.00000e+00	 6.83796e+03	 1.79688e+03
	       6.104	 7.49657e-02	 9.99999e+04	 6.10432e+05	 0.00000e+00	 0.00000e+00	 6.80961e+03	 1.66760e+03
	       8.965	 1.18898e-01	 1.00000e+05	 8.96531e+05	 0.00000e+00	 0.00000e+00	 6.78264e+03	 1.53745e+03
	      11.965	 1.67673e-01	 1.00000e+05	 1.19653e+06	 0.00000e+00	 0.00000e+00	 6.75587e+03	 1.43542e+03
	      13.000	 1.84776e-01	 9.99998e+04	 1.30000e+06	 0.00000e+00	 0.00000e+00	 6.74360e+03	 1.40517e+03
	      15.069	 2.20011e-01	 1.00000e+05	 1.50695e+06	 0.00000e+00	 0.00000e+00	 6.73007e+03	 1.35035e+03
	      18.069	 2.72903e-01	 1.00000e+05	 1.80695e+06	 0.00000e+00	 0.00000e+00	 6.71509e+03	 1.28436e+03
	      21.069	 3.27279e-01	 1.00000e+05	 2.10695e+06	 0.00000e+00	 0.00000e+00	 6.69830e+03	 1.23070e+03
	      24.069	 3.82885e-01	 1.00000e+05	 2.40695e+06	 0.00000e+00	 0.00000e+00	 6.68278e+03	 1.18639e+03
	      27.069	 4.39509e-01	 1.00000e+05	 2.70695e+06	 0.00000e+00	 0.00000e+00	 6.66708e+03	 1.14982e+03
	      30.069	 4.96950e-01	 1.00000e+05	 3.00695e+06	 0.00000e+00	 0.00000e+00	 6.65219e+03	 1.12035e+03
	      33.069	 5.55021e-01	 1.00000e+05	 3.30695e+06	 0.00000e+00	 0.00000e+00	 6.63762e+03	 1.09730e+03
	      36.069	 6.13576e-01	 1.00000e+05	 3.60695e+06	 0.00000e+00	 0.00000e+00	 6.62430e+03	 1.07928e+03
	      39.069	 6.72485e-01	 1.00000e+05	 3.90695e+06	 0.00000e+00	 0.00000e+00	 6.61125e+03	 1.06569e+03
	      42.000	 7.30244e-01	 1.00000e+05	 4.20000e+06	 0.00000e+00	 0.00000e+00	 6.59931e+03	 1.05665e+03
	      45.000	 7.89473e-01	 1.00000e+05	 4.50000e+06	 0.00000e+00	 0.00000e+00	 6.58802e+03	 1.05147e+03
	      48.000	 8.48694e-01	 1.00000e+05	 4.80000e+06	 0.00000e+00	 0.00000e+00	 6.57622e+03	 1.04996e+03
	      50.000	 8.88142e-01	 1.00000e+05	 5.00000e+06	 0.00000e+00	 0.00000e+00	 6.56805e+03	 1.05038e+03
	      53.000	 9.47157e-01	 1.00000e+05	 5.30000e+06	 0.00000e+00	 0.00000e+00	 6.55821e+03	 1.05394e+03
